Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households
1955,Cowley,Kansas,21519,41878,53091,36232,13867
1956,Somerset,Maine,21513,38642,50051,51942,21692
1957,Linn,Oregon,21500,46939,55169,117648,44722
1958,Carlisle,Kentucky,21500,39049,47667,5064,2034
1959,Loup,Nebraska,21499,38125,42917,581,240
1960,Iron,Michigan,21499,34685,46502,11723,5289
1961,Dillingham Census Area,Alaska,21498,54150,56089,4923,1339
1962,Craig,Virginia,21498,47806,58750,5199,2122
1963,Crawford,Michigan,21492,40295,50114,14017,5781
1964,Calloway,Kentucky,21490,39677,56752,37383,14937
1965,Klamath,Oregon,21489,39627,48896,66211,27378
1966,Monroe,Ohio,21487,40573,46632,14646,6111
1967,Scott,Virginia,21485,38355,47067,22940,9692
1968,Newton,Georgia,21484,50580,56113,100808,33840
1969,McIntosh,Georgia,21484,39068,54036,14142,4993
1970,Caldwell,Missouri,21482,41169,53186,9249,3743
1971,Crawford,Ohio,21478,40783,49718,43348,17655
1972,Carter,Oklahoma,21476,41401,52415,47904,17411
1973,Sherman,Kansas,21476,38634,46154,6063,2727
1974,Clay,Indiana,21474,46430,57826,26865,10230
1975,Washington County,Utah,21472,49279,55881,141902,46826
1976,Lamar,Texas,21468,40104,50524,49751,19416
1977,Northwest Arctic,Alaska,21461,61607,57866,7624,1828
1978,Preston,West Virginia,21457,45413,52128,33666,12697
1979,Cotton,Oklahoma,21452,46317,56721,6166,2345
1980,Lee,North Carolina,21449,44819,55582,58735,21204
1981,Logan,Illinois,21445,47133,62765,30177,10963
1982,Troup,Georgia,21443,41161,50076,67776,24441
1983,Red River,Louisiana,21443,39346,46024,9028,3320
1984,Oxford,Maine,21441,40674,49920,57657,22890
1985,Lynchburg City,Virginia,21440,38138,50676,76467,28556
1986,Tallapoosa,Alabama,21434,39130,46839,41428,16373
1987,Harrison,Kentucky,21424,36048,51177,18693,7179
1988,Webster,Nebraska,21423,41045,49968,3762,1548
1989,Daviess,Indiana,21416,47165,56684,31928,11160
1990,Pine,Minnesota,21413,43928,53869,29449,11758
1991,Hernando,Florida,21411,41024,48461,173119,70210
1992,Geary,Kansas,21408,46908,51712,35583,12532
1993,Mitchell,North Carolina,21404,37680,46432,15453,6455
1994,Franklin,North Carolina,21399,41696,51353,61154,23313
1995,Marion,Tennessee,21399,41268,49631,28214,11226
1996,Vernon,Louisiana,21396,46572,51718,52510,18148
1997,Yoakum,Texas,21389,49340,55545,7998,2654
1998,Lafayette,Mississippi,21388,43328,59882,48905,15743
1999,Colfax,New Mexico,21387,37734,47100,13485,5574
2000,Barrow,Georgia,21379,53274,58892,69933,23413
2001,Hill,Montana,21376,43726,55617,16301,6139
2002,Crittenden,Kentucky,21375,34261,48083,9283,3794
2003,Washington County,Indiana,21370,41986,50107,28064,10631
2004,Van Buren,Iowa,21368,43181,54591,7517,3023
2005,Lawrence,Ohio,21365,41552,53015,62309,24009
2006,Tazewell,Virginia,21358,35693,45080,44664,18294
2007,Williams,Ohio,21350,43089,52347,37623,14947
2008,Lauderdale,Mississippi,21346,36203,46954,80337,29809
2009,Pike,Illinois,21344,39845,49542,16337,6708
2010,Crenshaw,Alabama,21343,36275,48903,13955,5601
2011,Garrard,Kentucky,21341,44652,55105,16896,6302
2012,St. John the Baptist,Louisiana,21335,50635,56540,45139,15440
2013,Baxter,Arkansas,21334,35343,45499,41281,18155
2014,Taos,New Mexico,21333,32637,44541,32899,13338
2015,San Bernardino,California,21332,54090,59294,2056915,603879
2016,Montgomery,Kansas,21332,39669,52583,34869,14000
2017,Bannock,Idaho,21327,43534,57079,83091,30271
2018,Owen,Indiana,21318,43950,51503,21467,8552
2019,Gilmer,Georgia,21317,39140,44624,28308,11513
2020,St. Mary,Louisiana,21313,41571,48754,54078,20092
2021,Pleasants,West Virginia,21312,41859,57604,7602,2747
2022,Stokes,North Carolina,21311,42703,50910,47063,18969
2023,Ross,Ohio,21310,43264,52836,77802,28308
2024,Jefferson,Pennsylvania,21300,41262,51451,45015,18503
2025,Jasper,Georgia,21297,42192,49194,13748,5132
2026,Person,North Carolina,21292,42317,49521,39361,15320
2027,Polk,Florida,21285,43113,50944,610295,219540
2028,Garvin,Oklahoma,21285,38245,47330,27410,10294
2029,Clearfield,Pennsylvania,21273,41030,51031,81536,32192
2030,Tangipahoa,Louisiana,21273,40654,53101,122665,44418
2031,Hamblen,Tennessee,21261,39596,50162,62721,24315
2032,San Juan,New Mexico,21260,48196,57715,128476,40945
2033,Curry,New Mexico,21259,39871,50963,49302,18027
2034,Pendleton,West Virginia,21253,34175,47745,7603,3274
2035,Milam,Texas,21248,37391,49860,24503,9330
2036,Chautauqua,Kansas,21245,39529,45221,3614,1565
2037,Brown,Texas,21236,39776,48865,37942,13405
2038,Carroll,Georgia,21227,46147,54942,111160,39494
2039,Fulton,Indiana,21226,40168,47724,20698,8221
2040,Vermilion,Illinois,21225,41400,51986,81147,31575
2041,Pawnee,Oklahoma,21220,44375,56131,16592,6341
2042,New Madrid,Missouri,21215,35793,45048,18695,7423
2043,Allegany,Maryland,21211,39293,54022,74394,28433
2044,Dyer,Tennessee,21208,38953,47037,38239,15100
2045,Whitman,Washington,21208,36257,63713,45512,16624
2046,Brown,Ohio,21206,44341,51674,44604,16380
2047,Wabash,Indiana,21201,45286,52204,32650,12703
2048,Terry,Texas,21201,37679,45765,12644,4067
2049,Modoc,California,21200,36212,46268,9468,3983
2050,Vigo,Indiana,21192,40692,52203,108084,39597
2051,Gates,North Carolina,21187,46592,53577,11982,4459
2052,Jefferson,Florida,21184,44170,51029,14469,5347
2053,Pickens,South Carolina,21182,41788,54279,119483,43971
2054,Hill,Texas,21182,40769,52184,35051,13395
2055,Iberville,Louisiana,21177,45368,54191,33360,11192
2056,Lewis,West Virginia,21175,36199,44653,16411,6451
2057,Phelps,Missouri,21173,41964,54015,44969,16699
2058,Gallia,Ohio,21168,39226,48918,30859,11576
2059,Neosho,Kansas,21163,42071,49915,16477,6508
2060,Smith,Tennessee,21153,42383,52301,19134,7263
2061,Cumberland,Tennessee,21141,37188,43611,56589,23764
2062,Dawes,Nebraska,21137,40359,62952,9172,3709
2063,Jefferson Davis,Louisiana,21132,41622,51772,31498,11634
2064,Lucas,Iowa,21126,43288,55547,8840,3734
2065,Tucker,West Virginia,21126,37635,49677,7061,3050
2066,Shelby,Texas,21126,37081,44129,25677,9781
2067,Eastland,Texas,21125,34914,44271,18465,6872
2068,Jasper,Missouri,21124,40399,49154,116803,44849
2069,Ashland,Wisconsin,21115,38550,47587,16068,6775
2070,Wayne,Indiana,21114,38350,48417,68557,28185
2071,Elkhart,Indiana,21109,45693,53154,198662,70130
2072,Delaware County,Oklahoma,21109,36588,45708,41394,16589
2073,Rockingham,North Carolina,21102,38567,47715,92974,37693
2074,Cottle,Texas,21089,34639,39241,1546,709
2075,Onslow,North Carolina,21084,45450,49819,179935,60071
2076,Grenada,Mississippi,21084,34129,48301,21745,7941
2077,Greenwood,South Carolina,21053,36540,47807,69727,27004
2078,Knox,Indiana,21047,42119,53840,38266,14738
2079,Bates,Missouri,21047,38579,50469,16878,6832
2080,Brown,Kansas,21046,39968,52456,9969,4104
2081,Comanche,Kansas,21041,39375,55431,1905,791
2082,Hocking,Ohio,21037,42089,52837,29268,11478
2083,Harrison,Ohio,21029,39002,48739,15766,6395
2084,Morgan,Ohio,21027,37865,44902,15008,6204
2085,Bartow,Georgia,21022,47197,56223,100382,34567
2086,Live Oak,Texas,21016,42829,49681,11603,3882
2087,Linn,Missouri,21015,38250,47327,12592,4854
2088,Jackson,North Carolina,21014,36951,48568,40362,15609
2089,Livingston,Missouri,21011,40116,54663,15051,5660
2090,Rusk,Wisconsin,21004,38658,47825,14571,6430
2091,Lancaster,South Carolina,21003,42217,51067,77946,28956
2092,Butte,Idaho,20995,41131,50000,2786,1022
2093,Montgomery,Missouri,20991,40236,48314,12128,5091
2094,Angelina,Texas,20982,41354,47396,87042,30668
2095,Bibb,Georgia,20982,37550,49891,155524,56585
2096,Allegany,New York,20978,42445,52112,48618,18786
2097,Crawford,Kansas,20974,37378,50936,39182,15370
2098,Wilson,North Carolina,20972,39204,47796,81365,31690
2099,Lowndes,Mississippi,20951,37868,48662,59746,23178
2100,Knox,Missouri,20946,34481,44073,4099,1724
2101,Bon Homme,South Dakota,20941,40980,55508,7048,2501
2102,Pottawatomie,Oklahoma,20937,42764,51656,70144,25658
2103,Perry,Indiana,20934,47596,57732,19450,7411
2104,Halifax,Virginia,20929,34659,45024,35938,14770
2105,Bracken,Kentucky,20918,39196,55526,8472,3252
2106,Rowan,North Carolina,20912,41495,50537,138265,52300
2107,Pinal,Arizona,20910,50027,55282,379128,123733
2108,Lumpkin,Georgia,20908,43775,56826,30428,10999
2109,Obion,Tennessee,20900,39467,46784,31566,12462
2110,Sequatchie,Tennessee,20899,36434,49238,14333,5616
2111,Meade,Kentucky,20898,46756,50574,29028,10342
2112,Edwards,Illinois,20898,39075,49290,6695,2728
2113,Schoolcraft,Michigan,20892,35260,47557,8407,3590
2114,Essex,Vermont,20887,35916,45000,6276,2774
2115,Fayette,Pennsylvania,20884,39115,49664,136145,54363
2116,Union,Indiana,20883,44161,57330,7420,2943
2117,Crook,Oregon,20883,38795,48486,20894,8880
2118,Richmond County,Virginia,20875,47083,68487,9140,2853
2119,Payne,Oklahoma,20868,36812,56881,77897,30010
2120,Walker,Georgia,20865,39963,50683,68481,26191
2121,Harney,Oregon,20865,38113,42540,7314,3113
2122,Pulaski,Missouri,20863,49820,56933,52795,15747
2123,Esmeralda,Nevada,20862,30284,51500,979,479
2124,Martin,Texas,20859,42607,49643,4956,1555
2125,Delaware County,Indiana,20854,37474,51591,117575,46325
2126,Taylor,West Virginia,20848,39536,48618,16906,6878
2127,Ashe,North Carolina,20838,35951,47184,27180,11839
2128,Smyth,Virginia,20837,37239,46776,31979,12650
2129,Umatilla,Oregon,20836,48389,57434,76306,26744
2130,Mohave,Arizona,20833,39200,47136,201680,80230
2131,Calhoun,Alabama,20828,39962,50851,117714,45196
2132,Scott,Missouri,20825,40651,48705,39216,15169
2133,Washington County,Maine,20807,37236,45117,32621,14209
2134,Natchitoches,Louisiana,20802,33953,47936,39403,14903
2135,Mifflin,Pennsylvania,20794,40384,48222,46698,18711
2136,Gila,Arizona,20792,39954,48958,53335,20601
2137,Liberty,Georgia,20791,43832,48756,64899,23046
2138,Muskingum,Ohio,20775,40524,50977,85872,33976
2139,Utah County,Utah,20774,60196,65542,529262,143005
2140,Tuscola,Michigan,20767,43039,51319,55172,21211
2141,Cullman,Alabama,20760,38847,47103,80499,31342
2142,Clark,Wisconsin,20754,43276,53025,34630,13036
2143,Edgefield,South Carolina,20753,43861,53879,26698,9108
2144,Graves,Kentucky,20746,38394,50693,37329,14419
2145,Costilla,Colorado,20742,29145,41551,3552,1361
2146,Huntingdon,Pennsylvania,20739,44183,54961,45874,17193
2147,Marshall,Tennessee,20739,42291,51921,30818,11578
2148,Hooker,Nebraska,20737,39327,42366,703,295
2149,Okanogan,Washington,20735,40368,47539,41143,15980
2150,Blount,Alabama,20730,44145,52996,57623,21108
2151,Saguache,Colorado,20726,34600,41154,6200,2692
2152,Phillips,Colorado,20720,43011,54583,4383,1668
2153,Union,Arkansas,20718,37435,46952,41307,16596
2154,Sanilac,Michigan,20713,40478,50648,42637,16329
2155,Tyler,West Virginia,20704,39206,47671,9120,3712
2156,Chilton,Alabama,20701,41250,52092,43744,16232
2157,Walker,Alabama,20698,37566,46245,66622,25751
2158,Briscoe,Texas,20697,36250,50560,1615,605
2159,Morgan,Colorado,20680,43774,50202,28308,10446
2160,Barton,Missouri,20678,40580,49713,12378,5065
2161,McCulloch,Texas,20677,39194,50653,8302,2967
2162,Pulaski,Kentucky,20667,34092,44363,63369,26108
2163,Morrow,Oregon,20663,49940,52652,11218,3741
2164,Hawkins,Tennessee,20662,37357,46066,56759,23348
2165,Lawrence,Mississippi,20655,38393,49975,12734,4830
2166,Elmore,Idaho,20646,42842,49157,26528,9555
2167,Prairie,Montana,20644,38036,41667,1186,502
2168,Lincoln,Georgia,20641,35625,42909,7894,3394
2169,Carroll,Arkansas,20637,36584,46669,27531,11019
2170,Miller,Arkansas,20636,41319,51790,43515,16950
2171,Lincoln,Louisiana,20633,35769,51206,46926,16877
2172,Marion,Ohio,20624,42572,53882,66323,24578
2173,Newaygo,Michigan,20623,42571,50181,48280,18156
2174,Cleveland,Arkansas,20622,39420,47576,8648,3346
2175,Mason,West Virginia,20622,38411,44401,27271,10609
2176,Muskegon,Michigan,20621,40979,50092,171153,65008
2177,Jefferson,Tennessee,20619,39745,49107,51759,19797
,,Mississippi,20618,39031,48471,2976872,1088073
2178,Catron,New Mexico,20616,39826,45821,3683,1581
2179,Mingo,West Virginia,20609,35955,47986,26460,10827
2180,Fayette,Ohio,20603,37619,45108,28902,11514
2181,Clay,South Dakota,20595,38173,61750,13953,5145
2182,Grayson,Virginia,20591,30710,40245,15377,6618
2183,Chippewa,Michigan,20589,41637,54513,38760,14605
2184,Twin Falls,Idaho,20588,43886,50795,78067,28166
2185,Lyman,South Dakota,20586,47596,61713,3804,1423
2186,Mayes,Oklahoma,20585,42751,52749,41110,15896
2187,Dickens,Texas,20578,38401,53558,2382,913
2188,Wexford,Michigan,20573,40965,48790,32690,12473
2189,St. Joseph,Michigan,20570,44051,52116,61111,22326
2190,Cannon,Tennessee,20566,40689,48333,13790,5383
2191,Rio Grande,Colorado,20557,38993,45347,11913,4722
2192,Crawford,Georgia,20556,41586,48796,12607,4620
2193,Brown,Illinois,20555,42194,64292,6904,2105
2194,Allen,Kansas,20552,40554,50344,13318,5505
2195,Pearl River,Mississippi,20549,42510,50330,55569,20556
2196,Mora,New Mexico,20543,28481,41794,4788,1532
2197,Guernsey,Ohio,20537,38841,48708,39935,15690
2198,Stephens,Texas,20535,41728,50128,9493,3509
2199,Parke,Indiana,20534,43870,52130,17210,5893
2200,Gentry,Missouri,20534,39192,47750,6774,2800
30%,,,20530,,,,
2201,Jackson,Illinois,20527,33479,52697,60055,23567
2202,Coshocton,Ohio,20526,41274,48818,36862,14495
2203,Richmond,Georgia,20526,37749,46486,201081,72281
2204,Bryan,Oklahoma,20524,38897,47403,43079,16575
2205,Randolph,North Carolina,20523,41208,50234,142042,54350
2206,Putnam,Tennessee,20517,33709,47920,72702,28980
2207,Greenlee,Arizona,20516,47992,48074,8679,3386
2208,Grant,Indiana,20516,39747,49685,69671,26981
2209,Stanly,North Carolina,20504,42518,54611,60529,23108
2210,Crawford,Indiana,20504,39700,46628,10656,4237
2211,Floyd,Georgia,20500,40821,50563,96147,34646
2212,Oglethorpe,Georgia,20493,45729,57399,14730,5201
2213,Trousdale,Tennessee,20491,43034,52030,7843,2899
2214,Shoshone,Idaho,20487,38440,47768,12729,5714
2215,Jackson,Alabama,20486,37634,47380,53171,20765
2216,Scott,Indiana,20481,42898,48435,24035,8914
2217,Miami,Indiana,20475,42023,53154,36624,13210
2218,Cloud,Kansas,20467,38534,45688,9419,4022
2219,Forest,Wisconsin,20462,39963,51207,9255,3739
2220,Jim Wells,Texas,20452,40585,47588,41217,13728
2221,Nicholas,Kentucky,20450,43081,48164,7085,2884
2222,Henderson,Tennessee,20449,38280,47551,27934,10930
2223,Pope,Illinois,20448,38371,45551,4383,1736
2224,Hinds,Mississippi,20448,37626,47132,246300,87844
2225,Alexander,North Carolina,20440,40637,50123,37071,14101
2226,Tehama,California,20439,41924,49018,63241,23374
2227,Montgomery,Kentucky,20436,37312,45434,26762,10168
2228,Tate,Mississippi,20431,41494,51887,28625,9936
2229,Newton,Texas,20431,37246,46690,14340,4865
2230,Towns,Georgia,20419,36570,45707,10551,4261
2231,Saline,Nebraska,20407,44109,53101,14348,5051
2232,Gibson,Tennessee,20402,38343,47987,49664,19205
2233,Washington County,Alabama,20395,42156,50376,17284,6620
2234,Franklin,Illinois,20394,36273,48376,39470,16110
2235,Covington,Alabama,20391,35869,43822,37847,15041
2236,Mercer,West Virginia,20391,34842,44751,62261,25641
2237,Hopewell City,Virginia,20388,37933,47214,22429,8766
2238,Marshall,Alabama,20382,39526,48952,93699,34250
2239,Washington County,Idaho,20380,37453,46690,10094,3938
2240,Hillsdale,Michigan,20379,41759,49976,46463,17642
2241,Wilbarger,Texas,20373,41658,45604,13371,5161
2242,Pocahontas,West Virginia,20373,33779,43975,8723,3694
2243,Hart,Georgia,20371,35615,47473,25348,10009
2244,Gladwin,Michigan,20368,37626,45605,25664,10895
2245,Butts,Georgia,20363,49754,61761,23563,7776
2246,Scotland,Missouri,20363,39028,49328,4859,1915
2247,Nacogdoches,Texas,20362,36777,50952,65085,23586
2248,Coffee,Tennessee,20357,37618,50394,53011,21019
2249,Sumter,South Carolina,20340,41366,48603,107645,39373
2250,Fannin,Texas,20337,44355,52392,33819,11814
2251,Webster,Kentucky,20337,41415,54448,13564,5150
2252,Marion,Texas,20337,31967,46207,10439,4563
2253,Smith,Mississippi,20334,34753,44849,16414,6269
2254,Monroe,Missouri,20331,40657,53116,8798,3497
2255,Gogebic,Michigan,20330,34252,46570,16179,7070
2256,Wadena,Minnesota,20329,36928,50354,13772,5830
2257,Navarro,Texas,20327,40795,47493,47883,17466
2258,Caldwell,Kentucky,20327,37127,48478,12946,5232
2259,Choctaw,Alabama,20323,33941,45876,13687,5518
2260,Blackford,Indiana,20322,39225,45310,12665,5190
2261,Elk,Kansas,20322,34089,43500,2782,1271
2262,Jackson,South Dakota,20319,46224,51196,3116,1056
2263,St. Bernard,Louisiana,20316,41353,45087,38850,13714
2264,Harnett,North Carolina,20310,44625,54000,118793,40677
2265,Wharton,Texas,20310,40411,51702,41185,14517
2266,Henry,Indiana,20309,40679,51172,49275,18367
2267,Grimes,Texas,20307,43994,56398,26663,8848
2268,Missaukee,Michigan,20305,41061,47446,14940,5891
2269,Kern,California,20295,48552,52618,848204,255271
2270,Monroe,West Virginia,20294,41234,46707,13512,5648
2271,Independence,Arkansas,20289,35026,44442,36786,14544
2272,Gonzales,Texas,20288,39248,45275,19920,6638
2273,Meagher,Montana,20288,38182,47604,1905,716
2274,Clark,Missouri,20279,40204,50288,7035,2749
2275,Polk,Tennessee,20274,39074,46076,16723,6740
2276,Nome Census Area,Alaska,20271,49974,47078,9695,2797
2277,Kalkaska,Michigan,20258,40140,48153,17142,7035
2278,Yancey,North Carolina,20257,38579,45693,17724,7278
2279,Fairfield,South Carolina,20257,36120,44842,23589,9408
2280,Clearwater,Idaho,20256,40134,49267,8638,3545
2281,Jasper,Texas,20254,40417,49398,35797,13095
2282,Gem,Idaho,20250,44432,49872,16722,6323
2283,Childress,Texas,20248,47532,58160,7057,2374
2284,Pecos,Texas,20245,47019,58525,15590,4588
2285,Blaine,Oklahoma,20242,44206,51519,10198,3815
2286,Runnels,Texas,20235,37667,45546,10439,3818
2287,Banks,Georgia,20231,41141,51561,18333,6772
2288,Taney,Missouri,20231,38461,46764,52412,20698
2289,Surry,North Carolina,20219,35641,44788,73486,29967
2290,George,Mississippi,20217,43958,53793,22757,7842
2291,Fresno,California,20208,45563,50884,939605,289811
2292,Ionia,Michigan,20206,47892,54829,63909,22152
2293,Etowah,Alabama,20204,38013,47259,104260,40217
2294,Foard,Texas,20202,33750,44152,1133,491
2295,Oktibbeha,Mississippi,20202,30987,55210,48198,18176
2296,Geneva,Alabama,20199,35625,43481,26791,10945
2297,Benewah,Idaho,20198,39049,41110,9186,3888
2298,Atascosa,Texas,20193,47543,53016,45714,15095
2299,Grant,West Virginia,20193,41368,51667,11869,4449
2300,Lawrence,Alabama,20181,38551,48486,34009,13382
2301,Duval,Texas,20181,34131,40917,11740,3901
2302,Gilchrist,Florida,20180,38406,46202,16917,6240
2303,Dakota,Nebraska,20179,47069,54721,20920,7309
2304,Mercer,Missouri,20178,40272,49087,3749,1575
2305,Adams,Indiana,20160,46695,56345,34424,12127
2306,Covington City,Virginia,20160,34319,45742,5880,2545
2307,Sterling,Texas,20157,50543,58214,1358,458
2308,Bleckley,Georgia,20156,36073,46594,12961,3955
2309,Carbon,Utah,20155,44724,59397,21227,7764
2310,Unicoi,Tennessee,20152,32292,44029,18254,7601
2311,Delta,Texas,20150,40375,52482,5237,1929
2312,Dawson,Nebraska,20142,46078,53214,24256,8774
2313,Emery,Utah,20137,52763,60948,10895,3598
2314,Hardin,Tennessee,20127,33622,41225,26011,9934
2315,Jennings,Indiana,20109,44128,51657,28324,10632
2316,Darlington,South Carolina,20105,36323,46150,68346,26609
2317,Jones,North Carolina,20105,36213,49041,10194,4151
2318,Cass,Texas,20104,35598,47101,30344,11836
2319,Cache,Utah,20074,49506,57220,114181,35375
2320,Highlands,Florida,20072,35560,42866,98275,39931
2321,Pike,Ohio,20071,42165,46476,28587,10859
2322,Cleveland,North Carolina,20062,38989,48723,97670,37760
2323,Mecklenburg,Virginia,20056,36261,49468,32274,12650
2324,Macon,Missouri,20054,38443,50393,15545,6389
2325,Ferry,Washington,20052,37571,42164,7623,2951
2326,Morris,Texas,20045,37849,45989,12869,4949
2327,Chattahoochee,Georgia,20042,48758,49808,12193,2613
2328,McDonough,Illinois,20042,36031,54058,32549,12620
2329,Conway,Arkansas,20040,35225,46002,21235,8154
2330,Arenac,Michigan,20039,38874,45479,15753,6363
2331,Dade,Missouri,20034,35483,44175,7734,3175
2332,Clark,Idaho,20032,33200,33897,751,304
2333,Switzerland,Indiana,20019,44143,48689,10534,4099
2334,Rio Arriba,New Mexico,20014,40250,47363,40218,14783
2335,Ashtabula,Ohio,20011,40516,50218,100835,38952
2336,Muhlenberg,Kentucky,20008,38105,44874,31427,11869
2337,Pierce,Georgia,20001,39067,47747,18774,6970
2338,Giles,Tennessee,19998,38495,47011,29214,11766
2339,Ford,Kansas,19994,51178,57380,34217,11103
2340,McLean,Kentucky,19984,38833,47436,9524,3770
2341,Thomas,Georgia,19983,34035,42835,44692,17377
2342,Concho,Texas,19976,51411,58654,4070,857
2343,Millard,Utah,19972,49238,59266,12543,4101
2344,Catahoula,Louisiana,19970,36165,44627,10332,3767
2345,Grant,Nebraska,19968,44167,45865,614,246
2346,Johnston,Oklahoma,19967,36192,39876,10982,4248
2347,Howard,Texas,19965,45612,58661,35297,11010
2348,Webster,Missouri,19955,44596,50033,36274,12668
2349,Branch,Michigan,19947,41856,50701,44398,15862
2350,Madison,Georgia,19939,42549,50554,28044,9732
2351,Lassen,California,19931,53107,65616,34018,9945
2352,Wilson,Kansas,19929,38917,48174,9269,3791
2353,Laurel,Kentucky,19923,36570,43075,59178,22931
2354,Pope,Arkansas,19918,40453,47074,62248,22603
2355,Montgomery,Illinois,19917,41952,54529,29878,11192
2356,Love,Oklahoma,19910,43260,50761,9496,3378
2357,Acadia,Louisiana,19910,37587,46159,61847,22527
2358,Lewis,Idaho,19910,36000,48894,3851,1660
2359,Madison,North Carolina,19902,38598,49806,20842,8207
2360,Logan,West Virginia,19901,36999,47700,36442,14699
2361,Martinsville City,Virginia,19900,28116,40875,13808,5995
2362,Karnes,Texas,19899,42862,55603,14916,4497
2363,Daviess,Missouri,19890,42393,51500,8347,3151
2364,Little River,Arkansas,19880,39673,48406,12992,5315
2365,Otero,New Mexico,19880,39263,46828,64767,23945
2366,Boundary,Idaho,19877,37003,44390,10866,4144
2367,Webster,Louisiana,19871,35071,44436,41039,15980
2368,Muskogee,Oklahoma,19868,38502,48251,70657,26802
2369,Pulaski,Illinois,19867,33717,45764,6035,2419
2370,Potter,Texas,19861,37951,46243,121526,42751
2371,Mineral,Montana,19859,33033,45331,4219,1629
2372,Wayne,Utah,19858,41458,48125,2760,970
2373,Baker,Florida,19852,49236,58850,27069,8216
2374,Henry,Virginia,19852,34984,43284,53451,22690
2375,Franklin,Florida,19843,38328,48661,11554,4294
2376,Washington County,Kentucky,19837,40845,48578,11774,4480
2377,Randolph,Alabama,19830,35213,45076,22819,9013
2378,Grant,Kentucky,19829,46159,51866,24685,8334
2379,Hardeman,Texas,19829,36377,45750,4087,1745
2380,Desha,Arkansas,19822,28680,39937,12774,5305
2381,Sullivan,Indiana,19821,43510,55748,21321,7764
2382,Craig,Oklahoma,19820,39236,50231,14869,5603
2383,Greene,Tennessee,19801,35545,43400,68679,28677
2384,Livingston,Kentucky,19795,40313,47075,9467,3569
2385,Haralson,Georgia,19789,39993,49077,28594,10806
2386,Lyon,Kansas,19789,38981,51106,33624,13170
2387,Mineral,West Virginia,19788,31163,48910,28015,11180
2388,Spalding,Georgia,19783,41534,50251,64011,22997
2389,Houghton,Michigan,19783,35430,52409,36494,14029
2390,Graham,North Carolina,19780,33903,39580,8762,3462
2391,Starke,Indiana,19773,40126,46205,23267,8964
2392,Christian,Kentucky,19773,38904,45583,74169,25899
2393,Moore,Texas,19770,51181,53653,22029,6820
2394,Ashley,Arkansas,19761,35683,45612,21645,8656
2395,Lenoir,North Carolina,19760,35770,45306,59277,23569
2396,Okmulgee,Oklahoma,19753,39156,48720,39747,15124
2397,Dallam,Texas,19752,40895,44301,6854,2375
2398,Coal,Oklahoma,19752,34867,44888,5927,2328
2399,Barren,Kentucky,19745,38873,51272,42504,16584
2400,McMinn,Tennessee,19744,39410,48576,52338,20313
2401,Liberty,Texas,19740,47228,54581,76013,24844
2402,Grant,Washington,19738,45949,52848,90202,30012
2403,Powell,Montana,19736,40802,49342,7052,2411
2404,Forrest,Mississippi,19736,36726,46827,75991,27822
2405,Russell,Virginia,19735,33872,43459,28646,11191
2406,Vernon,Missouri,19734,38679,48014,20990,7999
2407,Yukon-Koyukuk Census Area,Alaska,19729,34710,46875,5656,2056
2408,Saluda,South Carolina,19725,38514,44705,19895,7020
2409,Alger,Michigan,19717,37586,46083,9497,3607
2410,Benton,Missouri,19717,32951,42896,19008,8225
2411,Perry,Illinois,19716,42078,53689,22182,7982
2412,Pike,Alabama,19715,33090,46574,32977,12959
2413,Emporia City,Virginia,19710,32155,41429,5773,2488
2414,Pettis,Missouri,19709,38580,49064,42146,16212
2415,Castro,Texas,19708,36402,40595,8046,2588
2416,Lincoln,Colorado,19703,41910,51875,5442,1845
2417,Burke,North Carolina,19701,37263,49127,90591,34664
2418,Audrain,Missouri,19687,43013,53564,25584,9327
2419,Russell,Alabama,19678,36143,42730,55544,21142
2420,Miller,Georgia,19674,32260,41058,6054,2458
2421,Caldwell,Texas,19673,44152,51289,38465,11593
2422,Crittenden,Arkansas,19665,37751,48372,50447,18309
2423,Montmorency,Michigan,19661,35261,42632,9598,4128
2424,Greene,Arkansas,19652,38413,48011,42580,16603
2425,Monroe,Tennessee,19643,37595,44907,44857,17523
2426,Appling,Georgia,19643,36786,44610,18354,6934
2427,Ogemaw,Michigan,19634,34619,42137,21537,8998
2428,Hardin,Ohio,19626,40415,52144,31886,11504
2429,Swain,North Carolina,19626,36094,51589,14017,5368
2430,Danville City,Virginia,19626,30786,40768,42996,18659
2431,Valencia,New Mexico,19623,42506,51686,76461,26894
2432,Tyler,Texas,19612,39940,45162,21619,8224
2433,LaRue,Kentucky,19611,39753,50559,14149,5221
2434,Jefferson,Idaho,19598,52023,56195,26389,8058
2435,Minidoka,Idaho,19597,43266,49733,20104,6994
2436,Randolph,West Virginia,19595,37276,48547,29399,11163
2437,Franklin City,Virginia,19588,31928,43780,8539,3551
2438,Marshall,Oklahoma,19583,37319,47769,15860,5970
2439,Cherokee,Kansas,19580,39746,51748,21361,7936
2440,Marion,Alabama,19576,32888,41733,30615,12700
2441,Lincoln,Mississippi,19566,36498,41572,34870,13045
2442,Doña Ana,New Mexico,19565,37933,44518,211175,73797
2443,Laclede,Missouri,19553,39013,43826,35535,13912
2444,Rutherford,North Carolina,19551,36334,42636,67403,27214
2445,Weakley,Tennessee,19547,35273,50628,34779,13797
